Nama Provinsi,Tahun,Tingkat Pengangguran
NUSA TENGGARA BARAT,2013,5.3
NUSA TENGGARA BARAT,2014,5.75
NUSA TENGGARA BARAT,2015,5.69
NUSA TENGGARA BARAT,2016,3.94
NUSA TENGGARA BARAT,2017,3.32
NUSA TENGGARA BARAT,2018,3.58
NUSA TENGGARA BARAT,2019,3.28
NUSA TENGGARA BARAT,2020,4.22
NUSA TENGGARA BARAT,2021,3.01
NUSA TENGGARA BARAT,2022,2.89
NUSA TENGGARA BARAT,2023,2.8
NUSA TENGGARA BARAT,2024,2.73
NUSA TENGGARA TIMUR,1986,0.99
NUSA TENGGARA TIMUR,1987,0.8
NUSA TENGGARA TIMUR,1988,0.85
NUSA TENGGARA TIMUR,1989,0.88
NUSA TENGGARA TIMUR,1990,0.65
NUSA TENGGARA TIMUR,1991,0.82
NUSA TENGGARA TIMUR,1992,1.27
NUSA TENGGARA TIMUR,1993,1.19
NUSA TENGGARA TIMUR,1994,1.5
NUSA TENGGARA TIMUR,1996,2.18
NUSA TENGGARA TIMUR,1997,2.41
NUSA TENGGARA TIMUR,1998,2.64
NUSA TENGGARA TIMUR,1999,2.93
NUSA TENGGARA TIMUR,2000,2.46
NUSA TENGGARA TIMUR,2001,4.26
NUSA TENGGARA TIMUR,2002,4.35
NUSA TENGGARA TIMUR,2003,4.02
NUSA TENGGARA TIMUR,2004,4.48
NUSA TENGGARA TIMUR,2005,4.82
NUSA TENGGARA TIMUR,2006,3.65
NUSA TENGGARA TIMUR,2007,3.72
NUSA TENGGARA TIMUR,2008,3.73
NUSA TENGGARA TIMUR,2009,3.97
NUSA TENGGARA TIMUR,2010,3.34
NUSA TENGGARA TIMUR,2011,3.11
NUSA TENGGARA TIMUR,2012,3.04
NUSA TENGGARA TIMUR,2013,3.25
NUSA TENGGARA TIMUR,2014,3.26
NUSA TENGGARA TIMUR,2015,3.83
NUSA TENGGARA TIMUR,2016,3.25
NUSA TENGGARA TIMUR,2017,3.27
NUSA TENGGARA TIMUR,2018,2.85
NUSA TENGGARA TIMUR,2019,3.14
NUSA TENGGARA TIMUR,2020,4.28
NUSA TENGGARA TIMUR,2021,3.77
NUSA TENGGARA TIMUR,2022,3.54
NUSA TENGGARA TIMUR,2023,3.14
NUSA TENGGARA TIMUR,2024,3.02
PAPUA,1986,2.09
PAPUA,1987,1.49
PAPUA,1988,1.8
PAPUA,1989,2.46
PAPUA,1990,3.11
PAPUA,1991,2.26
PAPUA,1992,2.14
PAPUA,1993,2.04
PAPUA,1994,3.09
PAPUA,1996,4.03
PAPUA,1997,3.35
PAPUA,1998,3.22
PAPUA,1999,6.42
PAPUA,2000,3.62
PAPUA,2001,5.82
PAPUA,2002,6.01
PAPUA,2003,6.21
PAPUA,2004,8.0
PAPUA,2005,7.31
PAPUA,2006,5.83
PAPUA,2007,5.01
PAPUA,2008,4.39
PAPUA,2009,4.08
PAPUA,2010,3.55
PAPUA,2011,5.02
PAPUA,2012,3.71
PAPUA,2013,3.15
PAPUA,2014,3.44
PAPUA,2015,3.99
PAPUA,2016,3.35
PAPUA,2017,3.62
PAPUA,2018,3.0
PAPUA,2019,3.51
PAPUA,2020,4.28
PAPUA,2021,3.33
PAPUA,2022,2.83
PAPUA,2023,2.67
PAPUA,2024,6.48
PAPUA BARAT,1986,
PAPUA BARAT,1987,
PAPUA BARAT,1988,
PAPUA BARAT,1989,
PAPUA BARAT,1990,
PAPUA BARAT,1991,
PAPUA BARAT,1992,
PAPUA BARAT,1993,
PAPUA BARAT,1994,
PAPUA BARAT,1996,
PAPUA BARAT,1997,
PAPUA BARAT,1998,
PAPUA BARAT,1999,
PAPUA BARAT,2000,
PAPUA BARAT,2001,
PAPUA BARAT,2002,
PAPUA BARAT,2003,
PAPUA BARAT,2004,
PAPUA BARAT,2005,
PAPUA BARAT,2006,10.17
PAPUA BARAT,2007,9.46
PAPUA BARAT,2008,7.65
PAPUA BARAT,2009,7.56
PAPUA BARAT,2010,7.68
PAPUA BARAT,2011,6.73
PAPUA BARAT,2012,5.42
PAPUA BARAT,2013,4.4
PAPUA BARAT,2014,5.02
PAPUA BARAT,2015,8.08
PAPUA BARAT,2016,7.46
PAPUA BARAT,2017,6.49
PAPUA BARAT,2018,6.45
PAPUA BARAT,2019,6.43
PAPUA BARAT,2020,6.8
PAPUA BARAT,2021,5.84
PAPUA BARAT,2022,5.37
PAPUA BARAT,2023,5.38
PAPUA BARAT,2024,4.13
PAPUA BARAT DAYA,1986,
PAPUA BARAT DAYA,1987,
PAPUA BARAT DAYA,1988,
PAPUA BARAT DAYA,1989,
PAPUA BARAT DAYA,1990,
PAPUA BARAT DAYA,1991,
PAPUA BARAT DAYA,1992,
PAPUA BARAT DAYA,1993,
PAPUA BARAT DAYA,1994,
PAPUA BARAT DAYA,1996,
PAPUA BARAT DAYA,1997,
PAPUA BARAT DAYA,1998,
PAPUA BARAT DAYA,1999,
PAPUA BARAT DAYA,2000,
PAPUA BARAT DAYA,2001,
PAPUA BARAT DAYA,2002,
PAPUA BARAT DAYA,2003,
PAPUA BARAT DAYA,2004,
PAPUA BARAT DAYA,2005,
PAPUA BARAT DAYA,2006,
PAPUA BARAT DAYA,2007,
PAPUA BARAT DAYA,2008,
PAPUA BARAT DAYA,2009,
PAPUA BARAT DAYA,2010,
PAPUA BARAT DAYA,2011,
PAPUA BARAT DAYA,2012,
PAPUA BARAT DAYA,2013,
PAPUA BARAT DAYA,2014,
PAPUA BARAT DAYA,2015,
PAPUA BARAT DAYA,2016,
PAPUA BARAT DAYA,2017,
PAPUA BARAT DAYA,2018,
PAPUA BARAT DAYA,2019,
PAPUA BARAT DAYA,2020,
PAPUA BARAT DAYA,2021,
PAPUA BARAT DAYA,2022,
PAPUA BARAT DAYA,2023,
PAPUA BARAT DAYA,2024,6.48
PAPUA PEGUNUNGAN,1986,
PAPUA PEGUNUNGAN,1987,
PAPUA PEGUNUNGAN,1988,
PAPUA PEGUNUNGAN,1989,
PAPUA PEGUNUNGAN,1990,
PAPUA PEGUNUNGAN,1991,
PAPUA PEGUNUNGAN,1992,
PAPUA PEGUNUNGAN,1993,
PAPUA PEGUNUNGAN,1994,
PAPUA PEGUNUNGAN,1996,
PAPUA PEGUNUNGAN,1997,
PAPUA PEGUNUNGAN,1998,
PAPUA PEGUNUNGAN,1999,
PAPUA PEGUNUNGAN,2000,
PAPUA PEGUNUNGAN,2001,
PAPUA PEGUNUNGAN,2002,
PAPUA PEGUNUNGAN,2003,
PAPUA PEGUNUNGAN,2004,
PAPUA PEGUNUNGAN,2005,
PAPUA PEGUNUNGAN,2006,
PAPUA PEGUNUNGAN,2007,
PAPUA PEGUNUNGAN,2008,
PAPUA PEGUNUNGAN,2009,
PAPUA PEGUNUNGAN,2010,
PAPUA PEGUNUNGAN,2011,
PAPUA PEGUNUNGAN,2012,
PAPUA PEGUNUNGAN,2013,
PAPUA PEGUNUNGAN,2014,
PAPUA PEGUNUNGAN,2015,
PAPUA PEGUNUNGAN,2016,
PAPUA PEGUNUNGAN,2017,
PAPUA PEGUNUNGAN,2018,
PAPUA PEGUNUNGAN,2019,
PAPUA PEGUNUNGAN,2020,
PAPUA PEGUNUNGAN,2021,
PAPUA PEGUNUNGAN,2022,
PAPUA PEGUNUNGAN,2023,
PAPUA PEGUNUNGAN,2024,1.32
PAPUA SELATAN,1986,
PAPUA SELATAN,1987,
PAPUA SELATAN,1988,
PAPUA SELATAN,1989,
PAPUA SELATAN,1990,
PAPUA SELATAN,1991,
PAPUA SELATAN,1992,
PAPUA SELATAN,1993,
PAPUA SELATAN,1994,
PAPUA SELATAN,1996,
PAPUA SELATAN,1997,
PAPUA SELATAN,1998,
PAPUA SELATAN,1999,
PAPUA SELATAN,2000,
PAPUA SELATAN,2001,
PAPUA SELATAN,2002,
PAPUA SELATAN,2003,
PAPUA SELATAN,2004,
PAPUA SELATAN,2005,
PAPUA SELATAN,2006,
PAPUA SELATAN,2007,
PAPUA SELATAN,2008,
PAPUA SELATAN,2009,
PAPUA SELATAN,2010,
PAPUA SELATAN,2011,
PAPUA SELATAN,2012,
PAPUA SELATAN,2013,
PAPUA SELATAN,2014,
PAPUA SELATAN,2015,
PAPUA SELATAN,2016,
PAPUA SELATAN,2017,
PAPUA SELATAN,2018,
PAPUA SELATAN,2019,
PAPUA SELATAN,2020,
PAPUA SELATAN,2021,
PAPUA SELATAN,2022,
PAPUA SELATAN,2023,
PAPUA SELATAN,2024,4.05
PAPUA TENGAH,1986,
PAPUA TENGAH,1987,
PAPUA TENGAH,1988,
PAPUA TENGAH,1989,
PAPUA TENGAH,1990,
PAPUA TENGAH,1991,
PAPUA TENGAH,1992,
PAPUA TENGAH,1993,
PAPUA TENGAH,1994,
PAPUA TENGAH,1996,
PAPUA TENGAH,1997,
PAPUA TENGAH,1998,
PAPUA TENGAH,1999,
PAPUA TENGAH,2000,
PAPUA TENGAH,2001,
PAPUA TENGAH,2002,
PAPUA TENGAH,2003,
PAPUA TENGAH,2004,
PAPUA TENGAH,2005,
PAPUA TENGAH,2006,
PAPUA TENGAH,2007,
PAPUA TENGAH,2008,
PAPUA TENGAH,2009,
PAPUA TENGAH,2010,
PAPUA TENGAH,2011,
PAPUA TENGAH,2012,
PAPUA TENGAH,2013,
PAPUA TENGAH,2014,
PAPUA TENGAH,2015,
PAPUA TENGAH,2016,
PAPUA TENGAH,2017,
PAPUA TENGAH,2018,
PAPUA TENGAH,2019,
PAPUA TENGAH,2020,
PAPUA TENGAH,2021,
PAPUA TENGAH,2022,
PAPUA TENGAH,2023,
PAPUA TENGAH,2024,2.75
RIAU,1986,4.01
RIAU,1987,3.94
RIAU,1988,3.69
RIAU,1989,3.88
RIAU,1990,3.05
RIAU,1991,3.0
RIAU,1992,3.54
RIAU,1993,3.6
RIAU,1994,5.3
RIAU,1996,5.94
RIAU,1997,5.91
RIAU,1998,5.76
RIAU,1999,7.62
RIAU,2000,5.93
RIAU,2001,6.43
RIAU,2002,9.57
RIAU,2003,10.74
RIAU,2004,15.25
RIAU,2005,12.16
RIAU,2006,10.24
RIAU,2007,9.79
RIAU,2008,8.2
RIAU,2009,8.56
RIAU,2010,8.72
RIAU,2011,6.09
RIAU,2012,4.37
RIAU,2013,5.48
RIAU,2014,6.56
RIAU,2015,7.83
RIAU,2016,7.43
RIAU,2017,6.22
RIAU,2018,5.98
RIAU,2019,5.76
RIAU,2020,6.32
RIAU,2021,4.42
RIAU,2022,4.37
RIAU,2023,4.23
RIAU,2024,3.7
SULAWESI BARAT,1986,
SULAWESI BARAT,1987,
SULAWESI BARAT,1988,
SULAWESI BARAT,1989,
SULAWESI BARAT,1990,
SULAWESI BARAT,1991,
SULAWESI BARAT,1992,
SULAWESI BARAT,1993,
SULAWESI BARAT,1994,
SULAWESI BARAT,1996,
SULAWESI BARAT,1997,
SULAWESI BARAT,1998,
SULAWESI BARAT,1999,
SULAWESI BARAT,2000,
SULAWESI BARAT,2001,
SULAWESI BARAT,2002,
SULAWESI BARAT,2003,
SULAWESI BARAT,2004,
SULAWESI BARAT,2005,
SULAWESI BARAT,2006,6.45
SULAWESI BARAT,2007,5.45
SULAWESI BARAT,2008,4.57
SULAWESI BARAT,2009,4.51
SULAWESI BARAT,2010,3.25
SULAWESI BARAT,2011,3.35
SULAWESI BARAT,2012,2.16
SULAWESI BARAT,2013,2.35
SULAWESI BARAT,2014,2.08
SULAWESI BARAT,2015,3.35
SULAWESI BARAT,2016,3.33
SULAWESI BARAT,2017,3.21
SULAWESI BARAT,2018,3.01
SULAWESI BARAT,2019,2.98
SULAWESI BARAT,2020,3.32
SULAWESI BARAT,2021,3.13
SULAWESI BARAT,2022,2.34
SULAWESI BARAT,2023,2.27
SULAWESI BARAT,2024,2.68
SULAWESI SELATAN,1986,2.37
SULAWESI SELATAN,1987,1.64
SULAWESI SELATAN,1988,2.07
SULAWESI SELATAN,1989,2.46
SULAWESI SELATAN,1990,2.42
SULAWESI SELATAN,1991,2.72
SULAWESI SELATAN,1992,3.74
SULAWESI SELATAN,1993,3.72
SULAWESI SELATAN,1994,5.3
SULAWESI SELATAN,1996,5.33
SULAWESI SELATAN,1997,4.48
SULAWESI SELATAN,1998,5.25
SULAWESI SELATAN,1999,6.48
SULAWESI SELATAN,2000,6.44
SULAWESI SELATAN,2001,10.39
SULAWESI SELATAN,2002,12.29
SULAWESI SELATAN,2003,17.32
SULAWESI SELATAN,2004,15.93
SULAWESI SELATAN,2005,15.93
SULAWESI SELATAN,2006,12.76
SULAWESI SELATAN,2007,11.25
SULAWESI SELATAN,2008,9.04
SULAWESI SELATAN,2009,8.9
SULAWESI SELATAN,2010,8.37
SULAWESI SELATAN,2011,8.13
SULAWESI SELATAN,2012,6.01
SULAWESI SELATAN,2013,5.1
SULAWESI SELATAN,2014,5.08
SULAWESI SELATAN,2015,5.95
SULAWESI SELATAN,2016,4.8
SULAWESI SELATAN,2017,5.61
SULAWESI SELATAN,2018,4.94
SULAWESI SELATAN,2019,4.62
SULAWESI SELATAN,2020,6.31
SULAWESI SELATAN,2021,5.72
SULAWESI SELATAN,2022,4.51
SULAWESI SELATAN,2023,4.33
SULAWESI SELATAN,2024,4.19
SULAWESI TENGAH,1986,1.49
SULAWESI TENGAH,1987,2.32
SULAWESI TENGAH,1988,1.8
SULAWESI TENGAH,1989,2.31
SULAWESI TENGAH,1990,2.31
SULAWESI TENGAH,1991,3.05
SULAWESI TENGAH,1992,2.33
SULAWESI TENGAH,1993,2.46
SULAWESI TENGAH,1994,4.83
SULAWESI TENGAH,1996,4.84
SULAWESI TENGAH,1997,3.77
SULAWESI TENGAH,1998,5.0
SULAWESI TENGAH,1999,4.39
SULAWESI TENGAH,2000,5.09
SULAWESI TENGAH,2001,8.25
SULAWESI TENGAH,2002,8.06
SULAWESI TENGAH,2003,4.64
SULAWESI TENGAH,2004,5.85
SULAWESI TENGAH,2005,7.71
SULAWESI TENGAH,2006,10.31
SULAWESI TENGAH,2007,8.39
SULAWESI TENGAH,2008,5.45
SULAWESI TENGAH,2009,5.43
SULAWESI TENGAH,2010,4.61
SULAWESI TENGAH,2011,6.78
SULAWESI TENGAH,2012,3.95
SULAWESI TENGAH,2013,4.19
SULAWESI TENGAH,2014,3.68
SULAWESI TENGAH,2015,4.1
SULAWESI TENGAH,2016,3.29
SULAWESI TENGAH,2017,3.81
SULAWESI TENGAH,2018,3.37
SULAWESI TENGAH,2019,3.11
SULAWESI TENGAH,2020,3.77
SULAWESI TENGAH,2021,3.75
SULAWESI TENGAH,2022,3.0
SULAWESI TENGAH,2023,2.95
SULAWESI TENGAH,2024,2.94
SULAWESI TENGGARA,1986,1.53
SULAWESI TENGGARA,1987,1.08
SULAWESI TENGGARA,1988,1.39
SULAWESI TENGGARA,1989,1.29
SULAWESI TENGGARA,1990,1.4
SULAWESI TENGGARA,1991,1.79
SULAWESI TENGGARA,1992,2.08
SULAWESI TENGGARA,1993,2.23
SULAWESI TENGGARA,1994,3.35
SULAWESI TENGGARA,1996,3.66
SULAWESI TENGGARA,1997,2.48
SULAWESI TENGGARA,1998,2.56
SULAWESI TENGGARA,1999,4.36
SULAWESI TENGGARA,2000,3.1
SULAWESI TENGGARA,2001,7.51
SULAWESI TENGGARA,2002,8.33
SULAWESI TENGGARA,2003,10.3
SULAWESI TENGGARA,2004,9.35
SULAWESI TENGGARA,2005,10.93
SULAWESI TENGGARA,2006,9.67
SULAWESI TENGGARA,2007,6.4
SULAWESI TENGGARA,2008,5.73
SULAWESI TENGGARA,2009,4.74
SULAWESI TENGGARA,2010,4.61
SULAWESI TENGGARA,2011,4.69
SULAWESI TENGGARA,2012,4.14
SULAWESI TENGGARA,2013,4.38
SULAWESI TENGGARA,2014,4.43
SULAWESI TENGGARA,2015,5.55
SULAWESI TENGGARA,2016,2.72
SULAWESI TENGGARA,2017,3.3
SULAWESI TENGGARA,2018,3.19
SULAWESI TENGGARA,2019,3.52
SULAWESI TENGGARA,2020,4.58
SULAWESI TENGGARA,2021,3.92
SULAWESI TENGGARA,2022,3.36
SULAWESI TENGGARA,2023,3.15
SULAWESI TENGGARA,2024,3.09
SULAWESI UTARA,1986,3.09
SULAWESI UTARA,1987,2.68
SULAWESI UTARA,1988,3.48
SULAWESI UTARA,1989,4.6
SULAWESI UTARA,1990,3.27
SULAWESI UTARA,1991,3.52
SULAWESI UTARA,1992,4.69
SULAWESI UTARA,1993,5.02
SULAWESI UTARA,1994,8.38
SULAWESI UTARA,1996,9.24
SULAWESI UTARA,1997,8.02
SULAWESI UTARA,1998,5.48
SULAWESI UTARA,1999,7.75
SULAWESI UTARA,2000,8.66
SULAWESI UTARA,2001,10.21
SULAWESI UTARA,2002,11.35
SULAWESI UTARA,2003,10.79
SULAWESI UTARA,2004,10.91
SULAWESI UTARA,2005,14.05
SULAWESI UTARA,2006,14.62
SULAWESI UTARA,2007,12.35
SULAWESI UTARA,2008,10.65
SULAWESI UTARA,2009,10.56
SULAWESI UTARA,2010,9.61
SULAWESI UTARA,2011,10.1
SULAWESI UTARA,2012,7.98
SULAWESI UTARA,2013,6.79
SULAWESI UTARA,2014,7.54
SULAWESI UTARA,2015,9.03
SULAWESI UTARA,2016,6.18
SULAWESI UTARA,2017,7.18
SULAWESI UTARA,2018,6.61
SULAWESI UTARA,2019,6.01
SULAWESI UTARA,2020,7.37
SULAWESI UTARA,2021,7.06
SULAWESI UTARA,2022,6.61
SULAWESI UTARA,2023,6.1
SULAWESI UTARA,2024,5.85
SUMATERA BARAT,1986,2.27
SUMATERA BARAT,1987,1.9
SUMATERA BARAT,1988,2.32
SUMATERA BARAT,1989,2.73
SUMATERA BARAT,1990,2.53
SUMATERA BARAT,1991,3.01
SUMATERA BARAT,1992,2.95
SUMATERA BARAT,1993,2.45
SUMATERA BARAT,1994,5.24
SUMATERA BARAT,1996,4.72
SUMATERA BARAT,1997,4.54
SUMATERA BARAT,1998,5.11
SUMATERA BARAT,1999,5.88
SUMATERA BARAT,2000,4.38
SUMATERA BARAT,2001,8.74
SUMATERA BARAT,2002,9.62
SUMATERA BARAT,2003,10.38
SUMATERA BARAT,2004,12.74
SUMATERA BARAT,2005,13.34
SUMATERA BARAT,2006,11.87
SUMATERA BARAT,2007,10.31
SUMATERA BARAT,2008,8.04
SUMATERA BARAT,2009,7.97
SUMATERA BARAT,2010,6.95
SUMATERA BARAT,2011,8.02
SUMATERA BARAT,2012,6.65
SUMATERA BARAT,2013,7.02
SUMATERA BARAT,2014,6.5
SUMATERA BARAT,2015,6.89
SUMATERA BARAT,2016,5.09
SUMATERA BARAT,2017,5.58
SUMATERA BARAT,2018,5.66
SUMATERA BARAT,2019,5.38
SUMATERA BARAT,2020,6.88
SUMATERA BARAT,2021,6.52
SUMATERA BARAT,2022,6.28
SUMATERA BARAT,2023,5.94
SUMATERA BARAT,2024,5.75
SUMATERA SELATAN,1986,2.88
SUMATERA SELATAN,1987,2.4
SUMATERA SELATAN,1988,2.72
SUMATERA SELATAN,1989,3.11
SUMATERA SELATAN,1990,3.06
SUMATERA SELATAN,1991,2.59
SUMATERA SELATAN,1992,3.14
SUMATERA SELATAN,1993,2.58
SUMATERA SELATAN,1994,3.66
SUMATERA SELATAN,1996,4.02
SUMATERA SELATAN,1997,4.12
SUMATERA SELATAN,1998,2.44
SUMATERA SELATAN,1999,5.03
SUMATERA SELATAN,2000,5.73
SUMATERA SELATAN,2001,6.32
SUMATERA SELATAN,2002,8.14
SUMATERA SELATAN,2003,9.08
SUMATERA SELATAN,2004,8.37
SUMATERA SELATAN,2005,12.82
SUMATERA SELATAN,2006,9.33
SUMATERA SELATAN,2007,9.34
SUMATERA SELATAN,2008,8.08
SUMATERA SELATAN,2009,7.61
SUMATERA SELATAN,2010,6.65
SUMATERA SELATAN,2011,6.6
SUMATERA SELATAN,2012,5.66
SUMATERA SELATAN,2013,4.84
SUMATERA SELATAN,2014,4.96
SUMATERA SELATAN,2015,6.07
SUMATERA SELATAN,2016,4.31
SUMATERA SELATAN,2017,4.39
SUMATERA SELATAN,2018,4.27
SUMATERA SELATAN,2019,4.53
SUMATERA SELATAN,2020,5.51
SUMATERA SELATAN,2021,4.98
SUMATERA SELATAN,2022,4.63
SUMATERA SELATAN,2023,4.11
SUMATERA SELATAN,2024,3.86
SUMATERA UTARA,1986,2.38
SUMATERA UTARA,1987,1.88
SUMATERA UTARA,1988,2.3
SUMATERA UTARA,1989,2.43
SUMATERA UTARA,1990,2.44
SUMATERA UTARA,1991,2.85
SUMATERA UTARA,1992,2.84
SUMATERA UTARA,1993,3.2
SUMATERA UTARA,1994,5.05
SUMATERA UTARA,1996,6.32
SUMATERA UTARA,1997,5.19
SUMATERA UTARA,1998,7.06
SUMATERA UTARA,1999,7.67
SUMATERA UTARA,2000,8.52
SUMATERA UTARA,2001,9.09
SUMATERA UTARA,2002,10.3
SUMATERA UTARA,2003,11.02
SUMATERA UTARA,2004,11.08
SUMATERA UTARA,2005,11.9
SUMATERA UTARA,2006,11.51
SUMATERA UTARA,2007,10.1
SUMATERA UTARA,2008,9.1
SUMATERA UTARA,2009,8.45
SUMATERA UTARA,2010,7.43
SUMATERA UTARA,2011,8.18
SUMATERA UTARA,2012,6.28
SUMATERA UTARA,2013,6.45
SUMATERA UTARA,2014,6.23
SUMATERA UTARA,2015,6.71
SUMATERA UTARA,2016,5.84
SUMATERA UTARA,2017,5.6
SUMATERA UTARA,2018,5.55
SUMATERA UTARA,2019,5.39
SUMATERA UTARA,2020,6.91
SUMATERA UTARA,2021,6.33
SUMATERA UTARA,2022,6.16
SUMATERA UTARA,2023,5.89
SUMATERA UTARA,2024,5.6
